TIME_ID,Y,TIME
2018/12/8 07:31 PKXR61.0D_15,0.951294,2018/12/8 07:31
2018/12/8 07:37 PKXR71.00_05__r1,0.152207,2018/12/8 07:37
2018/12/8 07:56 PKXR71.00_04__r1,0.114155,2018/12/8 07:56
2018/12/8 08:14 PKXA84.00_02,0.456621,2018/12/8 08:14
2018/12/8 08:17 PKXR71.00_03__r1,0.228311,2018/12/8 08:17
2018/12/8 08:47 PKXR71.00_02__r1,0.228311,2018/12/8 08:47
2018/12/8 08:49 PKXR55.00_12,0.837139,2018/12/8 08:49
2018/12/8 09:03 PKXR81.00_03,0.228311,2018/12/8 09:03
2018/12/8 09:23 PKXR71.00_01__r1,0.342466,2018/12/8 09:23
2018/12/8 09:40 PKWT09.0A_22__r1,0.114155,2018/12/8 09:40
2018/12/8 09:44 PKXR57.00_10,0.190259,2018/12/8 09:44
2018/12/8 09:49 PKXR90.06_17,0.951294,2018/12/8 09:49
2018/12/8 09:58 PKWT09.0A_21__r1,0.418569,2018/12/8 09:58
2018/12/8 10:15 PKWT60.00_25,0.570776,2018/12/8 10:15
2018/12/8 10:16 PKWT62.06_24,0.304414,2018/12/8 10:16
2018/12/8 10:51 PKXA84.00_01,0.87519,2018/12/8 10:51
2018/12/8 10:55 PKXR74.09_23,0.342466,2018/12/8 10:55
2018/12/8 11:43 PKXR81.00_02,0.266362,2018/12/8 11:43
2018/12/8 12:16 PKXR57.00_09,0.190259,2018/12/8 12:16
2018/12/8 12:30 PKXR90.06_16,0.951294,2018/12/8 12:30
2018/12/8 12:52 PKXR61.0D_13,0.761035,2018/12/8 12:52
2018/12/8 12:54 PKWT60.00_12,0.266362,2018/12/8 12:54
2018/12/8 12:54 PKWT62.06_23,0.342466,2018/12/8 12:54
2018/12/8 13:06 PKXR74.09_22,0.114155,2018/12/8 13:06
2018/12/8 13:49 PKXR74.09_20__r1,0.076104,2018/12/8 13:49
2018/12/8 14:03 PKXR74.09_18__r1,0.152207,2018/12/8 14:03
2018/12/8 14:10 PKXR81.00_01,0.418569,2018/12/8 14:10
2018/12/8 14:14 PKXR74.09_17__r1,0.304414,2018/12/8 14:14
2018/12/8 14:41 PKXR74.09_16__r1,0.114155,2018/12/8 14:41
2018/12/8 14:54 PKXR77.0A_24,0.761035,2018/12/8 14:54
2018/12/8 14:59 PKXR57.00_08,0.418569,2018/12/8 14:59
2018/12/8 15:04 PKXR74.09_15__r1,0.266362,2018/12/8 15:04
2018/12/8 15:20 PKXR74.09_14__r1,0.380518,2018/12/8 15:20
2018/12/8 15:25 PKWT62.06_22,0.190259,2018/12/8 15:25
2018/12/8 15:48 PKWT22.00_06,0.722983,2018/12/8 15:48
2018/12/8 15:50 PKWT24.0G_24,0.570776,2018/12/8 15:50
2018/12/8 16:28 PKWT64.0A_24__r1,0.266362,2018/12/8 16:28
2018/12/8 16:47 PKWT64.0A_23__r1,0.114155,2018/12/8 16:47
2018/12/8 16:51 PKXR55.00_10,0.64688,2018/12/8 16:51
