TIME_ID,Y,TIME
2016/8/8 10:28 PAWA46.00_17,0,2016/8/8 10:28
2016/8/8 18:14 PASA91.00_25,0,2016/8/8 18:14
2016/8/8 18:17 PAWA46.00_19,0,2016/8/8 18:17
2016/8/8 18:45 PAWA56.00_13,0.06,2016/8/8 18:45
2016/8/8 18:45 PAWA56.00_23,0,2016/8/8 18:45
2016/8/8 19:47 PAWA56.00_02,0,2016/8/8 19:47
2016/8/8 19:47 PAWA56.00_03,0,2016/8/8 19:47
2016/8/8 19:47 PAWA56.00_04,0,2016/8/8 19:47
2016/8/9 00:48 PAWA86.00_20,0,2016/8/9 00:48
2016/8/10 02:49 PAYA09.00_02,0,2016/8/10 02:49
2016/8/10 21:09 PASA77.00_05,0,2016/8/10 21:09
2016/8/11 11:03 PASA79.00_02,0,2016/8/11 11:03
2016/8/11 22:04 PASA61.00_25,0,2016/8/11 22:04
2016/8/12 05:04 PAYA08.00_25,0,2016/8/12 05:04
2016/8/12 13:10 PASA61.00_02,0,2016/8/12 13:10
2016/8/12 13:10 PASA61.00_03,0,2016/8/12 13:10
2016/8/12 13:10 PASA61.00_04,0,2016/8/12 13:10
2016/8/12 14:47 PASA64.00_13,0,2016/8/12 14:47
2016/8/12 15:16 PASA62.00_13,0,2016/8/12 15:16
2016/8/13 05:18 PASA61.00_11,0,2016/8/13 05:18
2016/8/13 07:38 PASA61.00_01,0.06,2016/8/13 07:38
2016/8/13 18:46 PAWA43.00_07,0,2016/8/13 18:46
2016/8/13 22:19 PB5H05.00_25,0,2016/8/13 22:19
2016/8/14 16:49 PASA48.00_25,0,2016/8/14 16:49
2016/8/14 18:04 PASA48.00_02,0,2016/8/14 18:04
2016/8/14 19:09 PB5H05.00_02,0,2016/8/14 19:09
2016/8/15 06:00 PASA71.00_25,0,2016/8/15 06:00
2016/8/15 09:49 PASA43.00_07,0,2016/8/15 09:49
2016/8/16 23:57 PB2H48.00_01,0,2016/8/16 23:57
2016/8/16 23:57 PB2H48.00_02,0,2016/8/16 23:57
2016/8/16 23:57 PB2H48.00_03,0,2016/8/16 23:57
2016/8/16 23:57 PB2H48.00_04,0,2016/8/16 23:57
2016/8/18 12:30 PAYA01.00_13,0,2016/8/18 12:30
2016/8/18 13:16 PAYA11.00_25,0,2016/8/18 13:16
2016/8/18 16:59 PB2G89.00_04,0,2016/8/18 16:59
2016/8/18 23:07 PB2G89.00_03,0,2016/8/18 23:07
2016/8/18 23:07 PB2G89.00_06,0,2016/8/18 23:07
2016/8/18 23:07 PB2G89.00_07,0,2016/8/18 23:07
2016/8/27 18:12 PB2M21.00_13,0,2016/8/27 18:12
2016/8/28 15:40 PB2M49.00_03,0,2016/8/28 15:40
2016/8/29 13:37 PB2M40.00_03,0,2016/8/29 13:37
2016/8/29 13:37 PB2M40.00_04,0,2016/8/29 13:37
2016/8/29 13:37 PB2M40.00_12,0,2016/8/29 13:37
2016/8/29 13:37 PB2M40.00_13,0,2016/8/29 13:37
2016/8/29 13:37 PB2M40.00_22,0,2016/8/29 13:37
2016/8/29 13:37 PB2M40.00_23,0,2016/8/29 13:37
2016/8/29 15:32 PB2M22.00_03,0,2016/8/29 15:32
2016/8/29 15:32 PB2M22.00_04,0,2016/8/29 15:32
2016/8/29 15:32 PB2M22.00_12,0,2016/8/29 15:32
2016/8/29 15:32 PB2M22.00_13,0,2016/8/29 15:32
2016/8/29 15:32 PB2M22.00_22,0,2016/8/29 15:32
2016/8/29 15:32 PB2M22.00_23,0,2016/8/29 15:32
2016/8/29 21:14 PB2M47.00_08,0,2016/8/29 21:14
2016/8/29 21:14 PB2M47.00_09,0,2016/8/29 21:14
2016/8/29 21:14 PB2M47.00_15,0,2016/8/29 21:14
2016/8/29 21:14 PB2M47.00_16,0,2016/8/29 21:14
2016/8/29 21:14 PB2M47.00_22,0,2016/8/29 21:14
2016/8/29 21:14 PB2M47.00_23,0,2016/8/29 21:14
2016/9/6 21:35 PB5G57.00_05,0,2016/9/6 21:35
2016/9/6 21:35 PB5G57.00_25,0,2016/9/6 21:35
2016/9/8 10:56 PB2H38.00_25,0,2016/9/8 10:56
2016/9/8 11:01 PB2H43.00_06,0,2016/9/8 11:01
2016/9/8 11:01 PB2H43.00_08,0,2016/9/8 11:01
2016/9/8 11:01 PB2H43.00_20,0,2016/9/8 11:01
2016/9/8 11:01 PB2H43.00_22,0,2016/9/8 11:01
2016/9/8 15:06 PAYA44.00_25,0,2016/9/8 15:06
2016/9/9 00:12 PB2H46.00_01,0,2016/9/9 00:12
2016/9/9 00:12 PB2H46.00_12,0,2016/9/9 00:12
2016/9/9 00:12 PB2H46.00_25,0,2016/9/9 00:12
2016/9/9 02:27 PB2H43.00_05,0,2016/9/9 02:27
2016/9/9 02:27 PB2H43.00_07,0,2016/9/9 02:27
2016/9/9 02:27 PB2H43.00_09,0,2016/9/9 02:27
2016/9/9 02:27 PB2H43.00_12,0,2016/9/9 02:27
2016/9/9 02:27 PB2H43.00_13,0,2016/9/9 02:27
2016/9/9 03:40 PB2H43.00_17,0,2016/9/9 03:40
2016/9/9 04:36 PB2H43.00_15,0,2016/9/9 04:36
2016/9/9 04:36 PB2H43.00_19,0,2016/9/9 04:36
2016/9/9 04:36 PB2H43.00_24,0,2016/9/9 04:36
2016/9/10 23:17 PB5H20.00_01,0,2016/9/10 23:17
2016/9/10 23:17 PB5H20.00_02,0,2016/9/10 23:17
2016/9/10 23:17 PB5H20.00_13,0,2016/9/10 23:17
2016/9/10 23:17 PB5H20.00_23,0,2016/9/10 23:17
2016/9/11 05:45 PB9G47.00_25,0,2016/9/11 05:45
2016/9/11 22:35 PB9G55.03_25,0,2016/9/11 22:35
2016/9/13 20:55 PB9G47.00_16,0,2016/9/13 20:55
2016/9/13 20:55 PB9G47.00_22,0,2016/9/13 20:55
2016/9/17 22:23 PB2M35.00_13,0,2016/9/17 22:23
2016/9/19 04:24 PB5G80.00_13,0,2016/9/19 04:24
2016/9/20 16:58 PB9G80.00_20,0,2016/9/20 16:58
2016/9/20 16:58 PB9G80.00_21,0,2016/9/20 16:58
2016/9/20 16:58 PB9G80.00_22,0,2016/9/20 16:58
2016/9/20 16:58 PB9G80.00_23,0,2016/9/20 16:58
2016/9/20 16:58 PB9G80.00_24,0,2016/9/20 16:58
2016/9/20 16:58 PB9G80.00_25,0,2016/9/20 16:58
2016/9/20 21:13 PB9G65.00_02,0,2016/9/20 21:13
2016/9/20 21:13 PB9G65.00_03,0,2016/9/20 21:13
2016/9/21 18:20 PB2M31.00_23,0,2016/9/21 18:20
2016/9/22 01:34 PB2M31.00_25,0,2016/9/22 01:34
2016/9/22 04:05 PB2M38.00_25,0,2016/9/22 04:05
2016/9/25 07:25 PB9H13.00_03,0,2016/9/25 07:25
2016/9/25 07:25 PB9H13.00_04,0,2016/9/25 07:25
2016/9/25 07:25 PB9H13.00_05,0,2016/9/25 07:25
2016/9/25 07:25 PB9H13.00_06,0,2016/9/25 07:25
2016/9/25 07:25 PB9H13.00_07,0,2016/9/25 07:25
2016/9/25 07:25 PB9H13.00_08,0,2016/9/25 07:25
2016/9/26 08:21 PB9G90.00_25,0,2016/9/26 08:21
2016/9/26 21:28 PB9G81.00_25,0,2016/9/26 21:28
2016/9/26 23:37 PB9G60.00_25,0,2016/9/26 23:37
2016/9/28 13:28 PB9G79.00_02,0,2016/9/28 13:28
2016/9/29 05:36 PB9G36.00_13,0,2016/9/29 05:36
2016/9/30 04:47 PB9G36.00_11,0,2016/9/30 04:47
2016/9/30 11:02 PB6H17.00_05,0,2016/9/30 11:02
2016/9/30 11:02 PB6H17.00_06,0,2016/9/30 11:02
