TIME_ID,Y,TIME
2017/10/4 02:19 E7N792_02,0,2017/10/4 02:19
2017/10/4 02:19 E7N792_13,0,2017/10/4 02:19
2017/10/4 02:19 E7N792_25,0,2017/10/4 02:19
2017/10/5 02:42 E7M830_02,0,2017/10/5 02:42
2017/10/5 02:42 E7M830_13,0,2017/10/5 02:42
2017/10/5 02:42 E7M830_25,0,2017/10/5 02:42
2017/10/17 04:52 E7Q504_25,0,2017/10/17 04:52
2017/10/17 20:43 E7Q184_02,0,2017/10/17 20:43
2017/10/17 20:43 E7Q184_13,0,2017/10/17 20:43
2017/10/17 20:43 E7Q184_25,0,2017/10/17 20:43
2017/10/18 00:05 E7Q504_02,0,2017/10/18 00:05
2017/10/18 07:21 E7P684_02,0,2017/10/18 07:21
2017/10/18 07:21 E7P684_13,0,2017/10/18 07:21
2017/10/18 07:21 E7P684_25,0,2017/10/18 07:21
2017/10/20 05:12 E7P818_02,0,2017/10/20 05:12
2017/10/20 05:12 E7P818_13,0,2017/10/20 05:12
2017/10/20 05:12 E7P818_25,0,2017/10/20 05:12
2017/10/20 16:04 E7Q381_25,0,2017/10/20 16:04
2017/10/21 07:56 E7Q381_02,0,2017/10/21 07:56
2017/10/21 07:56 E7Q381_13,0,2017/10/21 07:56
2017/11/1 13:44 E83208_02,0,2017/11/1 13:44
2017/11/4 16:09 E83933_02,0,2017/11/4 16:09
2017/11/4 16:09 E83933_13,0,2017/11/4 16:09
2017/11/4 16:09 E83933_25,0,2017/11/4 16:09
2017/11/13 23:31 E83526_02,0,2017/11/13 23:31
2017/11/14 07:47 E83526_13,0,2017/11/14 07:47
2017/11/14 07:47 E83526_25,0,2017/11/14 07:47
2017/11/21 13:44 E86938_02,1.7,2017/11/21 13:44
2017/11/21 13:44 E86984_22,3.5,2017/11/21 13:44
2017/11/22 02:41 E86980_25,5.2,2017/11/22 02:41
2017/11/22 02:41 E86985_02,5.2,2017/11/22 02:41
2017/11/28 21:07 E83434_02,1.7,2017/11/28 21:07
2017/11/29 02:28 E83204_02,14,2017/11/29 02:28
2017/12/2 09:40 E83451_13,1.7,2017/12/2 09:40
2017/12/3 20:19 E84083_02,59.3,2017/12/3 20:19
2017/12/4 00:56 E83777_03,3.5,2017/12/4 00:56
2017/12/4 00:56 E83833_02,15.7,2017/12/4 00:56
2017/12/5 02:21 E83532_02,0,2017/12/5 02:21
2017/12/5 02:21 E83618_01,0,2017/12/5 02:21
2017/12/5 02:21 E83751_01,0,2017/12/5 02:21
2017/12/5 02:21 E83755_01,5.2,2017/12/5 02:21
2017/12/5 02:21 E84096_01,14,2017/12/5 02:21
2017/12/7 15:47 E7L865_03,7,2017/12/7 15:47
2017/12/8 03:06 E84083_21,7,2017/12/8 03:06
2017/12/11 14:25 E83688_01,0,2017/12/11 14:25
2017/12/12 07:16 E83688_11,0,2017/12/12 07:16
2017/12/12 07:16 E84078_02,3.5,2017/12/12 07:16
2017/12/12 07:16 E84296_25,0,2017/12/12 07:16
2017/12/13 01:03 E84078_13,1.7,2017/12/13 01:03
2017/12/13 01:03 E84082_02,0,2017/12/13 01:03
2017/12/13 01:03 E84093_12,0,2017/12/13 01:03
2017/12/13 01:03 E84093_15,0,2017/12/13 01:03
2017/12/13 01:03 E84296_13,5.2,2017/12/13 01:03
2017/12/14 09:13 E83074_01,0,2017/12/14 09:13
2017/12/14 09:13 E83928_01,0,2017/12/14 09:13
2017/12/15 09:13 E84081_01,7,2017/12/15 09:13
2017/12/20 09:13 E84292_22,0,2017/12/20 09:13
2017/12/21 09:13 E83150_01,0,2017/12/21 09:13
2017/12/21 09:13 E84292_02,0,2017/12/21 09:13
2017/12/23 09:13 E84202_02,0,2017/12/23 09:13
2017/12/23 09:13 E84340_25,0,2017/12/23 09:13
2017/12/24 09:13 E83942_01,1.7,2017/12/24 09:13
2017/12/24 09:13 E84181_03,1.7,2017/12/24 09:13
2017/12/24 09:13 E84197_06,1.7,2017/12/24 09:13
2017/12/26 09:13 E83848_22,0,2017/12/26 09:13
2017/12/27 09:13 E84088_02,0,2017/12/27 09:13
2017/12/27 09:13 E86934_24,0,2017/12/27 09:13
2017/12/29 09:13 E84111_01,1.7,2017/12/29 09:13
2017/12/30 09:13 E83527_02,14,2017/12/30 09:13
2017/12/30 09:13 E84211_01,0,2017/12/30 09:13
2017/12/31 09:13 E84295_02,0,2017/12/31 09:13
2018/1/1 09:13 E86936_25,0,2018/1/1 09:13
2018/1/8 09:13 E87072_02,0,2018/1/8 09:13
2018/1/9 09:13 E87286_01,3.5,2018/1/9 09:13
2018/1/9 09:13 E87528_25,0,2018/1/9 09:13
2018/1/15 09:13 E87069_11,0,2018/1/15 09:13
2018/1/16 09:13 E87143_01,0,2018/1/16 09:13
2018/1/18 09:13 E87079_23,0,2018/1/18 09:13
2018/1/20 09:13 E87282_02,0,2018/1/20 09:13
2018/1/20 09:13 E87775_02,1.7,2018/1/20 09:13
2018/1/21 09:13 E87442_01,0,2018/1/21 09:13
2018/1/24 09:13 E86982_02,1.7,2018/1/24 09:13
2018/1/25 09:13 E87444_24,1.7,2018/1/25 09:13
2018/1/25 09:13 E88737_13,0,2018/1/25 09:13
2018/1/28 09:13 E86986_10,0,2018/1/28 09:13
2018/1/28 09:13 E87549_13,0,2018/1/28 09:13
2018/1/28 09:13 E87623_01,1.7,2018/1/28 09:13
2018/1/28 09:13 E88048_01,0,2018/1/28 09:13
2018/2/3 09:13 E88589_02,1.7,2018/2/3 09:13
2018/2/3 09:13 E8A499_01,1.7,2018/2/3 09:13
2018/2/4 09:13 E8E070_10,0,2018/2/4 09:13
2018/2/6 09:13 E87540_25,0,2018/2/6 09:13
2018/2/6 09:13 E88490_10,3.5,2018/2/6 09:13
